game_date,home_name,away_name,home_score,away_score,home_win
2023-05-02,Kansas City Royals,Baltimore Orioles,7,11,0
2023-05-02,St. Louis Cardinals,Los Angeles Angels,1,5,0
2023-05-02,Texas Rangers,Arizona Diamondbacks,6,4,1
2023-05-02,Houston Astros,San Francisco Giants,0,2,0
2023-05-02,Colorado Rockies,Milwaukee Brewers,3,2,1
2023-05-02,San Diego Padres,Cincinnati Reds,1,2,0
2023-05-02,Oakland Athletics,Seattle Mariners,1,2,0
2023-05-02,Los Angeles Dodgers,Philadelphia Phillies,13,1,1
2023-05-03,Detroit Tigers,New York Mets,6,5,1
2023-05-03,Detroit Tigers,New York Mets,8,1,1
2023-05-03,Texas Rangers,Arizona Diamondbacks,7,12,0
2023-05-03,Houston Astros,San Francisco Giants,2,4,0
2023-05-03,San Diego Padres,Cincinnati Reds,7,1,1
2023-05-03,Los Angeles Dodgers,Philadelphia Phillies,10,6,1
2023-05-03,Tampa Bay Rays,Pittsburgh Pirates,8,1,1
2023-05-03,Miami Marlins,Atlanta Braves,6,14,0
2023-05-03,Washington Nationals,Chicago Cubs,2,1,1
2023-05-03,New York Yankees,Cleveland Guardians,4,3,1
2023-05-03,Boston Red Sox,Toronto Blue Jays,8,3,1
2023-05-03,Chicago White Sox,Minnesota Twins,6,4,1
2023-05-03,Kansas City Royals,Baltimore Orioles,6,0,1
2023-05-03,St. Louis Cardinals,Los Angeles Angels,4,6,0
2023-05-03,Colorado Rockies,Milwaukee Brewers,7,1,1
2023-05-03,Oakland Athletics,Seattle Mariners,2,7,0
2023-05-04,Washington Nationals,Chicago Cubs,4,3,1
2023-05-04,Detroit Tigers,New York Mets,2,0,1
2023-05-04,Tampa Bay Rays,Pittsburgh Pirates,3,2,1
2023-05-04,St. Louis Cardinals,Los Angeles Angels,7,11,0
2023-05-04,Kansas City Royals,Baltimore Orioles,10,13,0
2023-05-04,Chicago White Sox,Minnesota Twins,3,7,0
2023-05-04,Colorado Rockies,Milwaukee Brewers,9,6,1
2023-05-04,Oakland Athletics,Seattle Mariners,3,5,0
2023-05-04,Miami Marlins,Atlanta Braves,3,6,0
2023-05-04,Boston Red Sox,Toronto Blue Jays,11,5,1
2023-05-05,Chicago Cubs,Miami Marlins,4,1,1
2023-05-05,Pittsburgh Pirates,Toronto Blue Jays,0,4,0
2023-05-05,Cincinnati Reds,Chicago White Sox,4,5,0
2023-05-05,Tampa Bay Rays,New York Yankees,5,4,1
2023-05-05,Philadelphia Phillies,Boston Red Sox,3,5,0
2023-05-05,New York Mets,Colorado Rockies,1,0,1
2023-05-05,Cleveland Guardians,Minnesota Twins,0,2,0
2023-05-05,Atlanta Braves,Baltimore Orioles,4,9,0
2023-05-05,Kansas City Royals,Oakland Athletics,8,12,0
2023-05-05,St. Louis Cardinals,Detroit Tigers,4,5,0
2023-05-05,Los Angeles Angels,Texas Rangers,5,4,1
2023-05-05,Arizona Diamondbacks,Washington Nationals,3,1,1
2023-05-05,San Diego Padres,Los Angeles Dodgers,5,2,1
2023-05-05,Seattle Mariners,Houston Astros,4,6,0
2023-05-05,San Francisco Giants,Milwaukee Brewers,6,4,1
2023-05-06,St. Louis Cardinals,Detroit Tigers,5,6,0
2023-05-06,Chicago Cubs,Miami Marlins,4,2,1
2023-05-06,New York Mets,Colorado Rockies,2,5,0
2023-05-06,Tampa Bay Rays,New York Yankees,2,3,0
2023-05-06,Cleveland Guardians,Minnesota Twins,4,3,1
2023-05-06,Pittsburgh Pirates,Toronto Blue Jays,2,8,0
2023-05-06,Cincinnati Reds,Chicago White Sox,5,3,1
2023-05-06,Kansas City Royals,Oakland Athletics,4,5,0
2023-05-06,Philadelphia Phillies,Boston Red Sox,4,7,0
2023-05-06,Atlanta Braves,Baltimore Orioles,5,4,1
2023-05-06,San Francisco Giants,Milwaukee Brewers,4,1,1
2023-05-06,Arizona Diamondbacks,Washington Nationals,8,7,1
2023-05-06,San Diego Padres,Los Angeles Dodgers,1,2,0
2023-05-06,Los Angeles Angels,Texas Rangers,1,10,0
2023-05-06,Seattle Mariners,Houston Astros,7,5,1
2023-05-07,Atlanta Braves,Baltimore Orioles,3,2,1
2023-05-07,Pittsburgh Pirates,Toronto Blue Jays,1,10,0
2023-05-07,Philadelphia Phillies,Boston Red Sox,6,1,1
2023-05-07,New York Mets,Colorado Rockies,6,13,0
2023-05-07,Cleveland Guardians,Minnesota Twins,2,0,1
2023-05-07,Tampa Bay Rays,New York Yankees,8,7,1
2023-05-07,Kansas City Royals,Oakland Athletics,5,1,1
2023-05-07,St. Louis Cardinals,Detroit Tigers,12,6,1
2023-05-07,Chicago Cubs,Miami Marlins,4,5,0
2023-05-07,San Francisco Giants,Milwaukee Brewers,3,7,0
2023-05-07,Los Angeles Angels,Texas Rangers,8,16,0
2023-05-07,Arizona Diamondbacks,Washington Nationals,8,9,0
2023-05-07,Seattle Mariners,Houston Astros,3,1,1
2023-05-07,Cincinnati Reds,Chicago White Sox,4,17,0
2023-05-07,San Diego Padres,Los Angeles Dodgers,2,5,0
2023-05-08,Cleveland Guardians,Detroit Tigers,2,6,0
2023-05-08,Pittsburgh Pirates,Colorado Rockies,2,0,1
2023-05-08,Baltimore Orioles,Tampa Bay Rays,0,3,0
2023-05-08,New York Yankees,Oakland Athletics,7,2,1
2023-05-08,Chicago Cubs,St. Louis Cardinals,1,3,0
2023-05-08,Kansas City Royals,Chicago White Sox,12,5,1
2023-05-08,Milwaukee Brewers,Los Angeles Dodgers,9,3,1
2023-05-08,Los Angeles Angels,Houston Astros,6,4,1
2023-05-08,Seattle Mariners,Texas Rangers,1,2,0
2023-05-08,Arizona Diamondbacks,Miami Marlins,5,2,1
2023-05-08,San Francisco Giants,Washington Nationals,1,5,0
2023-05-09,Cleveland Guardians,Detroit Tigers,2,0,1
2023-05-09,Pittsburgh Pirates,Colorado Rockies,1,10,0
2023-05-09,Baltimore Orioles,Tampa Bay Rays,4,2,1
2023-05-09,Cincinnati Reds,New York Mets,7,6,1
2023-05-09,Philadelphia Phillies,Toronto Blue Jays,8,4,1
2023-05-09,New York Yankees,Oakland Athletics,10,5,1
2023-05-09,Atlanta Braves,Boston Red Sox,9,3,1
2023-05-09,Chicago Cubs,St. Louis Cardinals,4,6,0
2023-05-09,Minnesota Twins,San Diego Padres,1,6,0
2023-05-09,Kansas City Royals,Chicago White Sox,2,4,0
2023-05-09,Milwaukee Brewers,Los Angeles Dodgers,2,6,0
2023-05-09,Los Angeles Angels,Houston Astros,1,3,0
2023-05-09,Seattle Mariners,Texas Rangers,5,0,1
2023-05-09,Arizona Diamondbacks,Miami Marlins,2,6,0
2023-05-09,San Francisco Giants,Washington Nationals,4,1,1
2023-05-10,Pittsburgh Pirates,Colorado Rockies,3,4,0
2023-05-10,New York Yankees,Oakland Athletics,11,3,1
2023-05-10,Cleveland Guardians,Detroit Tigers,0,5,0
2023-05-10,Milwaukee Brewers,Los Angeles Dodgers,1,8,0
2023-05-10,Seattle Mariners,Texas Rangers,3,4,0
2023-05-10,Arizona Diamondbacks,Miami Marlins,4,5,0
2023-05-10,San Francisco Giants,Washington Nationals,6,11,0
2023-05-10,Philadelphia Phillies,Toronto Blue Jays,2,1,1
2023-05-10,Los Angeles Angels,Houston Astros,4,5,0
2023-05-10,Baltimore Orioles,Tampa Bay Rays,2,1,1
2023-05-10,Cincinnati Reds,New York Mets,1,2,0
2023-05-10,Atlanta Braves,Boston Red Sox,2,5,0
2023-05-10,Chicago Cubs,St. Louis Cardinals,10,4,1
2023-05-10,Minnesota Twins,San Diego Padres,4,3,1
2023-05-10,Kansas City Royals,Chicago White Sox,9,1,1
2023-05-11,Cincinnati Reds,New York Mets,5,0,1
2023-05-11,Minnesota Twins,San Diego Padres,5,3,1
2023-05-11,Kansas City Royals,Chicago White Sox,4,3,1
2023-05-11,New York Yankees,Tampa Bay Rays,2,8,0
2023-05-11,Arizona Diamondbacks,San Francisco Giants,2,6,0
2023-05-11,Oakland Athletics,Texas Rangers,0,4,0
2023-05-12,Detroit Tigers,Seattle Mariners,2,9,0
2023-05-12,Miami Marlins,Cincinnati Reds,4,7,0
2023-05-12,Washington Nationals,New York Mets,2,3,0
2023-05-12,Baltimore Orioles,Pittsburgh Pirates,6,3,1
2023-05-12,New York Yankees,Tampa Bay Rays,6,5,1
2023-05-12,Toronto Blue Jays,Atlanta Braves,3,0,1
2023-05-12,Cleveland Guardians,Los Angeles Angels,4,5,0
2023-05-12,Boston Red Sox,St. Louis Cardinals,6,8,0
2023-05-12,Minnesota Twins,Chicago Cubs,2,6,0
2023-05-12,Chicago White Sox,Houston Astros,1,5,0
2023-05-12,Milwaukee Brewers,Kansas City Royals,5,1,1
2023-05-12,Colorado Rockies,Philadelphia Phillies,3,6,0
2023-05-12,Arizona Diamondbacks,San Francisco Giants,7,5,1
2023-05-12,Oakland Athletics,Texas Rangers,9,7,1
2023-05-12,Los Angeles Dodgers,San Diego Padres,4,2,1
2023-05-13,New York Yankees,Tampa Bay Rays,9,8,1
2023-05-13,Detroit Tigers,Seattle Mariners,0,5,0
2023-05-13,Miami Marlins,Cincinnati Reds,5,6,0
2023-05-13,Minnesota Twins,Chicago Cubs,11,1,1
2023-05-13,Toronto Blue Jays,Atlanta Braves,5,2,1
2023-05-13,Washington Nationals,New York Mets,3,2,1
2023-05-13,Oakland Athletics,Texas Rangers,0,5,0
2023-05-13,Boston Red Sox,St. Louis Cardinals,3,4,0
2023-05-13,Cleveland Guardians,Los Angeles Angels,8,6,1
2023-05-13,Baltimore Orioles,Pittsburgh Pirates,2,0,1
2023-05-13,Milwaukee Brewers,Kansas City Royals,4,3,1
2023-05-13,Los Angeles Dodgers,San Diego Padres,4,2,1
2023-05-13,Chicago White Sox,Houston Astros,3,1,1
2023-05-13,Arizona Diamondbacks,San Francisco Giants,7,2,1
2023-05-13,Colorado Rockies,Philadelphia Phillies,4,7,0
2023-05-14,Cleveland Guardians,Los Angeles Angels,4,3,1
2023-05-14,Washington Nationals,New York Mets,3,2,1
2023-05-14,Baltimore Orioles,Pittsburgh Pirates,0,4,0
2023-05-14,New York Yankees,Tampa Bay Rays,7,8,0
2023-05-14,Toronto Blue Jays,Atlanta Braves,6,5,1
2023-05-14,Detroit Tigers,Seattle Mariners,5,3,1
2023-05-14,Miami Marlins,Cincinnati Reds,3,1,1
2023-05-14,Minnesota Twins,Chicago Cubs,16,3,1
2023-05-14,Chicago White Sox,Houston Astros,3,4,0
2023-05-14,Milwaukee Brewers,Kansas City Royals,9,6,1
2023-05-14,Colorado Rockies,Philadelphia Phillies,4,0,1
2023-05-14,Oakland Athletics,Texas Rangers,3,11,0
2023-05-14,Los Angeles Dodgers,San Diego Padres,4,0,1
2023-05-14,Arizona Diamondbacks,San Francisco Giants,2,1,1
2023-05-14,Washington Nationals,New York Mets,2,8,0
2023-05-14,Boston Red Sox,St. Louis Cardinals,1,9,0
2023-05-15,Washington Nationals,New York Mets,10,3,1
2023-05-15,Baltimore Orioles,Los Angeles Angels,5,9,0
2023-05-15,Toronto Blue Jays,New York Yankees,4,7,0
2023-05-15,Boston Red Sox,Seattle Mariners,1,10,0
2023-05-15,St. Louis Cardinals,Milwaukee Brewers,18,1,1
2023-05-15,Texas Rangers,Atlanta Braves,0,12,0
2023-05-15,Houston Astros,Chicago Cubs,6,4,1
2023-05-15,Colorado Rockies,Cincinnati Reds,9,8,1
2023-05-15,Oakland Athletics,Arizona Diamondbacks,2,5,0
2023-05-15,San Diego Padres,Kansas City Royals,4,0,1
2023-05-15,San Francisco Giants,Philadelphia Phillies,6,3,1
2023-05-15,Los Angeles Dodgers,Minnesota Twins,9,8,1
2023-05-16,Baltimore Orioles,Los Angeles Angels,7,3,1
2023-05-16,Detroit Tigers,Pittsburgh Pirates,4,0,1
2023-05-16,Miami Marlins,Washington Nationals,5,4,1
2023-05-16,Toronto Blue Jays,New York Yankees,3,6,0
2023-05-16,Boston Red Sox,Seattle Mariners,9,4,1
2023-05-16,New York Mets,Tampa Bay Rays,5,8,0
2023-05-16,St. Louis Cardinals,Milwaukee Brewers,2,3,0
2023-05-16,Texas Rangers,Atlanta Braves,7,4,1
2023-05-16,Houston Astros,Chicago Cubs,7,3,1
2023-05-16,Chicago White Sox,Cleveland Guardians,8,3,1
2023-05-16,Colorado Rockies,Cincinnati Reds,1,3,0
2023-05-16,Oakland Athletics,Arizona Diamondbacks,9,8,1
2023-05-16,San Diego Padres,Kansas City Royals,4,5,0
2023-05-16,San Francisco Giants,Philadelphia Phillies,4,3,1
2023-05-16,Los Angeles Dodgers,Minnesota Twins,1,5,0
2023-05-17,Detroit Tigers,Pittsburgh Pirates,0,8,0
2023-05-17,Colorado Rockies,Cincinnati Reds,11,6,1
2023-05-17,Los Angeles Dodgers,Minnesota Twins,7,3,1
2023-05-17,Oakland Athletics,Arizona Diamondbacks,3,5,0
2023-05-17,San Francisco Giants,Philadelphia Phillies,7,4,1
2023-05-17,San Diego Padres,Kansas City Royals,3,4,0
2023-05-17,Baltimore Orioles,Los Angeles Angels,3,1,1
2023-05-17,Miami Marlins,Washington Nationals,4,3,1
2023-05-17,Toronto Blue Jays,New York Yankees,3,0,1
2023-05-17,Boston Red Sox,Seattle Mariners,12,3,1
2023-05-17,New York Mets,Tampa Bay Rays,8,7,1
2023-05-17,St. Louis Cardinals,Milwaukee Brewers,3,0,1
2023-05-17,Texas Rangers,Atlanta Braves,5,6,0
2023-05-17,Houston Astros,Chicago Cubs,7,6,1
2023-05-17,Chicago White Sox,Cleveland Guardians,7,2,1
2023-05-18,Baltimore Orioles,Los Angeles Angels,5,6,0
2023-05-18,New York Mets,Tampa Bay Rays,3,2,1
2023-05-18,Miami Marlins,Washington Nationals,5,3,1
2023-05-18,Chicago White Sox,Cleveland Guardians,1,3,0
2023-05-18,Toronto Blue Jays,New York Yankees,2,4,0
2023-05-18,St. Louis Cardinals,Los Angeles Dodgers,16,8,1
2023-05-19,Pittsburgh Pirates,Arizona Diamondbacks,13,3,1
2023-05-19,Cincinnati Reds,New York Yankees,2,6,0
2023-05-19,Tampa Bay Rays,Milwaukee Brewers,1,0,1
2023-05-19,Washington Nationals,Detroit Tigers,6,8,0
2023-05-19,Philadelphia Phillies,Chicago Cubs,1,10,0
2023-05-19,Toronto Blue Jays,Baltimore Orioles,2,6,0
2023-05-19,New York Mets,Cleveland Guardians,10,9,1
2023-05-19,Atlanta Braves,Seattle Mariners,6,2,1
2023-05-19,Texas Rangers,Colorado Rockies,7,2,1
2023-05-19,Houston Astros,Oakland Athletics,5,1,1
2023-05-19,Chicago White Sox,Kansas City Royals,2,0,1
2023-05-19,St. Louis Cardinals,Los Angeles Dodgers,0,5,0
2023-05-19,Los Angeles Angels,Minnesota Twins,5,4,1
2023-05-19,San Diego Padres,Boston Red Sox,1,6,0
2023-05-19,San Francisco Giants,Miami Marlins,4,3,1
2023-05-20,Chicago White Sox,Kansas City Royals,5,1,1
2023-05-20,Toronto Blue Jays,Baltimore Orioles,5,6,0
2023-05-20,Washington Nationals,Detroit Tigers,5,2,1
2023-05-20,Pittsburgh Pirates,Arizona Diamondbacks,3,4,0
2023-05-20,Texas Rangers,Colorado Rockies,11,5,1
2023-05-20,Philadelphia Phillies,Chicago Cubs,12,3,1
2023-05-20,San Francisco Giants,Miami Marlins,0,1,0
2023-05-20,Houston Astros,Oakland Athletics,3,2,1
2023-05-20,Cincinnati Reds,New York Yankees,4,7,0
2023-05-20,Tampa Bay Rays,Milwaukee Brewers,8,4,1
2023-05-20,St. Louis Cardinals,Los Angeles Dodgers,6,5,1
2023-05-20,Atlanta Braves,Seattle Mariners,3,7,0
2023-05-20,Los Angeles Angels,Minnesota Twins,2,6,0
2023-05-20,San Diego Padres,Boston Red Sox,2,4,0
2023-05-21,Cincinnati Reds,New York Yankees,1,4,0
2023-05-21,Washington Nationals,Detroit Tigers,6,4,1
2023-05-21,Pittsburgh Pirates,Arizona Diamondbacks,3,8,0
2023-05-21,Philadelphia Phillies,Chicago Cubs,2,1,1
2023-05-21,Atlanta Braves,Seattle Mariners,3,2,1
2023-05-21,Toronto Blue Jays,Baltimore Orioles,3,8,0
2023-05-21,New York Mets,Cleveland Guardians,5,4,1
2023-05-21,New York Mets,Cleveland Guardians,2,1,1
2023-05-21,Tampa Bay Rays,Milwaukee Brewers,4,6,0
2023-05-21,Houston Astros,Oakland Athletics,2,0,1
2023-05-21,Chicago White Sox,Kansas City Royals,5,2,1
2023-05-21,St. Louis Cardinals,Los Angeles Dodgers,10,5,1
2023-05-21,Texas Rangers,Colorado Rockies,13,3,1
2023-05-21,San Francisco Giants,Miami Marlins,7,5,1
2023-05-21,Los Angeles Angels,Minnesota Twins,4,2,1
2023-05-21,San Diego Padres,Boston Red Sox,7,0,1
2023-05-22,Cleveland Guardians,Chicago White Sox,3,0,1
2023-05-22,Pittsburgh Pirates,Texas Rangers,6,4,1
2023-05-22,Cincinnati Reds,St. Louis Cardinals,6,5,1
2023-05-22,Tampa Bay Rays,Toronto Blue Jays,6,4,1
2023-05-22,Philadelphia Phillies,Arizona Diamondbacks,3,6,0
2023-05-22,Atlanta Braves,Los Angeles Dodgers,6,8,0
2023-05-22,Kansas City Royals,Detroit Tigers,5,8,0
2023-05-22,Minnesota Twins,San Francisco Giants,1,4,0
2023-05-22,Milwaukee Brewers,Houston Astros,2,12,0
2023-05-22,Colorado Rockies,Miami Marlins,5,3,1
2023-05-22,Los Angeles Angels,Boston Red Sox,2,1,1
2023-05-22,Seattle Mariners,Oakland Athletics,11,2,1
2023-05-23,Cleveland Guardians,Chicago White Sox,2,4,0
2023-05-23,Pittsburgh Pirates,Texas Rangers,1,6,0
2023-05-23,Cincinnati Reds,St. Louis Cardinals,5,8,0
2023-05-23,Tampa Bay Rays,Toronto Blue Jays,1,20,0
2023-05-23,Philadelphia Phillies,Arizona Diamondbacks,3,4,0
2023-05-23,Washington Nationals,San Diego Padres,4,7,0
2023-05-23,New York Yankees,Baltimore Orioles,6,5,1
2023-05-23,Atlanta Braves,Los Angeles Dodgers,1,8,0
2023-05-23,Kansas City Royals,Detroit Tigers,4,1,1
2023-05-23,Chicago Cubs,New York Mets,7,2,1
2023-05-23,Minnesota Twins,San Francisco Giants,3,4,0
2023-05-23,Milwaukee Brewers,Houston Astros,6,0,1
2023-05-23,Colorado Rockies,Miami Marlins,5,4,1
2023-05-23,Los Angeles Angels,Boston Red Sox,4,0,1
2023-05-23,Seattle Mariners,Oakland Athletics,3,2,1
2023-05-24,Pittsburgh Pirates,Texas Rangers,2,3,0
2023-05-24,Philadelphia Phillies,Arizona Diamondbacks,6,5,1
2023-05-24,Minnesota Twins,San Francisco Giants,7,1,1
2023-05-24,Cleveland Guardians,Chicago White Sox,0,6,0
2023-05-24,Milwaukee Brewers,Houston Astros,4,0,1
2023-05-24,Cincinnati Reds,St. Louis Cardinals,10,3,1
2023-05-24,Tampa Bay Rays,Toronto Blue Jays,7,3,1
2023-05-24,Washington Nationals,San Diego Padres,5,3,1
2023-05-24,New York Yankees,Baltimore Orioles,6,9,0
2023-05-24,Atlanta Braves,Los Angeles Dodgers,4,3,1
2023-05-24,Kansas City Royals,Detroit Tigers,4,6,0
2023-05-24,Chicago Cubs,New York Mets,4,2,1
2023-05-24,Colorado Rockies,Miami Marlins,2,10,0
2023-05-24,Los Angeles Angels,Boston Red Sox,7,3,1
2023-05-24,Seattle Mariners,Oakland Athletics,6,1,1
2023-05-25,Cincinnati Reds,St. Louis Cardinals,1,2,0
2023-05-25,Tampa Bay Rays,Toronto Blue Jays,6,3,1
2023-05-25,Colorado Rockies,Miami Marlins,7,6,1
2023-05-25,Washington Nationals,San Diego Padres,6,8,0
2023-05-25,Detroit Tigers,Chicago White Sox,7,2,1
2023-05-25,New York Yankees,Baltimore Orioles,1,3,0
2023-05-25,Atlanta Braves,Philadelphia Phillies,8,5,1
2023-05-25,Chicago Cubs,New York Mets,1,10,0
2023-05-25,Milwaukee Brewers,San Francisco Giants,0,5,0
2023-05-25,Seattle Mariners,Oakland Athletics,3,2,1
2023-05-26,Chicago Cubs,Cincinnati Reds,0,9,0
2023-05-26,Tampa Bay Rays,Los Angeles Dodgers,9,3,1
2023-05-26,Detroit Tigers,Chicago White Sox,3,12,0
2023-05-26,Baltimore Orioles,Texas Rangers,2,12,0
2023-05-26,New York Yankees,San Diego Padres,1,5,0
2023-05-26,Cleveland Guardians,St. Louis Cardinals,4,3,1
2023-05-26,Atlanta Braves,Philadelphia Phillies,4,6,0
2023-05-26,Kansas City Royals,Washington Nationals,10,12,0
2023-05-26,Minnesota Twins,Toronto Blue Jays,1,3,0
2023-05-26,Milwaukee Brewers,San Francisco Giants,1,15,0
2023-05-26,Colorado Rockies,New York Mets,2,5,0
2023-05-26,Los Angeles Angels,Miami Marlins,2,6,0
2023-05-26,Arizona Diamondbacks,Boston Red Sox,2,7,0
2023-05-26,Oakland Athletics,Houston Astros,2,5,0
2023-05-26,Seattle Mariners,Pittsburgh Pirates,6,11,0
2023-05-27,New York Yankees,San Diego Padres,3,2,1
2023-05-27,Detroit Tigers,Chicago White Sox,7,3,1
2023-05-27,Minnesota Twins,Toronto Blue Jays,9,7,1
2023-05-27,Baltimore Orioles,Texas Rangers,3,5,0
2023-05-27,Oakland Athletics,Houston Astros,3,6,0
2023-05-27,Kansas City Royals,Washington Nationals,2,4,0
2023-05-27,Seattle Mariners,Pittsburgh Pirates,5,0,1
2023-05-27,Tampa Bay Rays,Los Angeles Dodgers,5,6,0
2023-05-27,Atlanta Braves,Philadelphia Phillies,1,2,0
2023-05-27,Milwaukee Brewers,San Francisco Giants,1,3,0
2023-05-27,Arizona Diamondbacks,Boston Red Sox,1,2,0
2023-05-27,Chicago Cubs,Cincinnati Reds,5,8,0
2023-05-27,Cleveland Guardians,St. Louis Cardinals,1,2,0
2023-05-27,Colorado Rockies,New York Mets,10,7,1
2023-05-27,Los Angeles Angels,Miami Marlins,5,8,0
2023-05-28,Tampa Bay Rays,Los Angeles Dodgers,11,10,1
2023-05-28,Baltimore Orioles,Texas Rangers,3,2,1
2023-05-28,New York Yankees,San Diego Padres,10,7,1
2023-05-28,Cleveland Guardians,St. Louis Cardinals,4,3,1
2023-05-28,Detroit Tigers,Chicago White Sox,6,5,1
2023-05-28,Kansas City Royals,Washington Nationals,3,2,1
2023-05-28,Minnesota Twins,Toronto Blue Jays,0,3,0
2023-05-28,Milwaukee Brewers,San Francisco Giants,7,5,1
2023-05-28,Chicago Cubs,Cincinnati Reds,5,8,0
2023-05-28,Colorado Rockies,New York Mets,11,10,1
2023-05-28,Oakland Athletics,Houston Astros,1,10,0
2023-05-28,Los Angeles Angels,Miami Marlins,0,2,0
2023-05-28,Arizona Diamondbacks,Boston Red Sox,4,2,1
2023-05-28,Seattle Mariners,Pittsburgh Pirates,6,3,1
2023-05-28,Atlanta Braves,Philadelphia Phillies,11,4,1
2023-05-29,Baltimore Orioles,Cleveland Guardians,0,5,0
2023-05-29,Detroit Tigers,Texas Rangers,0,5,0
2023-05-29,St. Louis Cardinals,Kansas City Royals,0,7,0
2023-05-29,Chicago Cubs,Tampa Bay Rays,1,0,1
2023-05-29,Arizona Diamondbacks,Colorado Rockies,7,5,1
2023-05-29,Houston Astros,Minnesota Twins,5,7,0
2023-05-29,San Francisco Giants,Pittsburgh Pirates,14,4,1
2023-05-29,Oakland Athletics,Atlanta Braves,7,2,1
2023-05-29,Chicago White Sox,Los Angeles Angels,4,6,0
2023-05-29,Los Angeles Dodgers,Washington Nationals,6,1,1
2023-05-29,Seattle Mariners,New York Yankees,4,10,0
2023-05-30,Detroit Tigers,Texas Rangers,6,10,0
2023-05-30,Miami Marlins,San Diego Padres,4,9,0
2023-05-30,Baltimore Orioles,Cleveland Guardians,8,5,1
2023-05-30,Toronto Blue Jays,Milwaukee Brewers,7,2,1
2023-05-30,Boston Red Sox,Cincinnati Reds,8,9,0
2023-05-30,New York Mets,Philadelphia Phillies,2,0,1
2023-05-30,St. Louis Cardinals,Kansas City Royals,2,1,1
2023-05-30,Chicago Cubs,Tampa Bay Rays,2,1,1
2023-05-30,Houston Astros,Minnesota Twins,5,1,1
2023-05-30,Chicago White Sox,Los Angeles Angels,7,3,1
2023-05-30,Arizona Diamondbacks,Colorado Rockies,5,1,1
2023-05-30,Oakland Athletics,Atlanta Braves,2,1,1
2023-05-30,Seattle Mariners,New York Yankees,2,10,0
2023-05-30,San Francisco Giants,Pittsburgh Pirates,1,2,0
2023-05-30,Los Angeles Dodgers,Washington Nationals,9,3,1
2023-05-31,Detroit Tigers,Texas Rangers,3,2,1
2023-05-31,Chicago White Sox,Los Angeles Angels,5,12,0
2023-05-31,Chicago Cubs,Tampa Bay Rays,3,4,0
2023-05-31,Baltimore Orioles,Cleveland Guardians,8,12,0
2023-05-31,Oakland Athletics,Atlanta Braves,2,4,0
2023-05-31,San Francisco Giants,Pittsburgh Pirates,4,9,0
2023-05-31,Los Angeles Dodgers,Washington Nationals,6,10,0
2023-05-31,Miami Marlins,San Diego Padres,2,1,1
2023-05-31,Toronto Blue Jays,Milwaukee Brewers,2,4,0
2023-05-31,Boston Red Sox,Cincinnati Reds,4,5,0
2023-05-31,New York Mets,Philadelphia Phillies,4,1,1
2023-05-31,Houston Astros,Minnesota Twins,2,8,0
2023-05-31,Arizona Diamondbacks,Colorado Rockies,6,0,1
2023-05-31,Seattle Mariners,New York Yankees,1,0,1
2023-06-01,Toronto Blue Jays,Milwaukee Brewers,3,1,1
2023-06-01,New York Mets,Philadelphia Phillies,4,2,1
2023-06-01,Miami Marlins,San Diego Padres,1,10,0
2023-06-01,Arizona Diamondbacks,Colorado Rockies,5,4,1
2023-06-01,Boston Red Sox,Cincinnati Reds,8,2,1
2023-06-01,Minnesota Twins,Cleveland Guardians,7,6,1
2023-06-01,Houston Astros,Los Angeles Angels,5,2,1
2023-06-02,Cincinnati Reds,Milwaukee Brewers,4,5,0
2023-06-02,Miami Marlins,Oakland Athletics,4,0,1
2023-06-02,Pittsburgh Pirates,St. Louis Cardinals,7,5,1
2023-06-02,Washington Nationals,Philadelphia Phillies,8,7,1
2023-06-02,New York Mets,Toronto Blue Jays,0,3,0
2023-06-02,Texas Rangers,Seattle Mariners,2,0,1
2023-06-02,Houston Astros,Los Angeles Angels,6,2,1
2023-06-02,Kansas City Royals,Colorado Rockies,2,7,0
2023-06-02,Minnesota Twins,Cleveland Guardians,1,0,1
2023-06-02,Chicago White Sox,Detroit Tigers,3,0,1
2023-06-02,San Diego Padres,Chicago Cubs,1,2,0
2023-06-02,Arizona Diamondbacks,Atlanta Braves,3,2,1
2023-06-02,Los Angeles Dodgers,New York Yankees,8,4,1
2023-06-02,San Francisco Giants,Baltimore Orioles,2,3,0
2023-06-03,Boston Red Sox,Tampa Bay Rays,8,5,1
2023-06-03,Boston Red Sox,Tampa Bay Rays,2,4,0
2023-06-03,Chicago White Sox,Detroit Tigers,2,1,1
2023-06-03,Pittsburgh Pirates,St. Louis Cardinals,4,3,1
2023-06-03,Texas Rangers,Seattle Mariners,16,6,1
2023-06-03,Washington Nationals,Philadelphia Phillies,2,4,0
2023-06-03,Houston Astros,Los Angeles Angels,9,6,1
2023-06-03,Kansas City Royals,Colorado Rockies,4,6,0
2023-06-03,New York Mets,Toronto Blue Jays,1,2,0
2023-06-03,Miami Marlins,Oakland Athletics,12,1,1
2023-06-03,Cincinnati Reds,Milwaukee Brewers,8,10,0
2023-06-03,Minnesota Twins,Cleveland Guardians,2,4,0
2023-06-03,Los Angeles Dodgers,New York Yankees,3,6,0
2023-06-03,San Francisco Giants,Baltimore Orioles,4,0,1
2023-06-03,San Diego Padres,Chicago Cubs,6,0,1
2023-06-03,Arizona Diamondbacks,Atlanta Braves,2,5,0
